title,category,status,tags,prompt,negative_prompt,preview_image,attribution,attribution_link
GPT Image 1.5 World Tour Prompt Template,Photography,draft,language-ja;raycast-friendly;photography;poster;cinematic;design,"GENERAL STYLE & MOOD:
Photorealistic live concert documentary. Cinematic visual expression blending the fervor of the enthusiastic audience with the unique atmosphere and lighting specific to the location.

SUBJECT:
The character from the attached image is performing a 'World Tour' live performance at the specified latitude and longitude location.
While completely preserving the character's identity, they are wearing a 'World Tour exclusive stage costume' that modernly arranges the culture, tradition, or symbolic elements of that land.

COMPOSITION & STAGE DESIGN:
The stage is a special venue that maximizes the use of the local landmarks, topography, or urban landscape.
- Dynamic angle using a wide-angle lens (24mm equivalent).
- Immersive framing, looking up at the stage over the audience.
- Fusion of iconic local backgrounds (architecture, natural scenery) and the latest lighting technology (LED, laser).

LIGHTING & ENVIRONMENT:
- Natural light based on the local time of day ( {argument name=""time of day"" default=""golden hour, or night""}) determined by latitude and longitude.
- Coexistence of spotlights illuminating the stage and bokeh from local streetlights or night views.
- A sea of light created by the audience's glow sticks and smartphone lights.

PRESERVE FROM IMAGE:
- The character's facial features, hairstyle, hair color, and physical characteristics.
- The character's unique expressions and performance habits.

CONSTRAINTS / DO NOT:
- Do not distort the character's form.
- Avoid unnatural finger shapes or duplication of limbs.
- Ensure that text or logos on the stage are depicted extremely clearly, avoiding illegible random strings.
- The background must not be a generic concert venue; it must incorporate a unique landscape that could only exist in that specific location.

LOCATION SPECIFICATION:
{argument name=""latitude"" default=""-13.1631""}
{argument name=""longitude"" default=""-72.5450""}",,https://cms-assets.youmind.com/media/1766117348610_qgdfqa_G8cVGKLakAAzln6.jpg,Maki@Sunwood AI Labs.,https://x.com/hAru_mAki_ch/status/2001592503926165895
Romantic Blue Ink Spill Portrait,Photography,draft,language-en;poster;portrait;design,Convert the above image into ultra realistic portrait of both in a romantic pose in the form of blue ink spill in a paper .guy should be in formal shirt and pant .girl should be in flower designed saree.behind them  above their  head should have couple different  romantic  pose closeup face  picture in transparent form ..both should not look the camera .dramatic ( do not change the faces),,https://cms-assets.youmind.com/media/1766117321516_smw2ed_G8cOwSUaYAAQ307.jpg,. ,https://x.com/ebi__mc/status/2001584785760883114
Modern Ukiyo-e Style Beauty Illustration,Photography,draft,language-ja;illustration;portrait;fashion,"It seems that many compositions of multicolored Ukiyo-e beauty portraits were created during the Edo period. As a modern recreation, please prepare an **illustration** portrait of a beautiful woman wearing vividly colored and intricately patterned clothing.",,https://cms-assets.youmind.com/media/1766117342449_aynh70_G8cK-y3akAI5agI.jpg,石の裏に潜む黒いヤツ,https://x.com/dangomushino/status/2001580761607295127
Abstract Fibonacci Particle Facial Features CGI Prompt,3D Rendering,draft,language-en;3d,"Using computer-generated imagery (CGI) technology, the scene is presented in a highly modern digital art style. The main subject of the image is facial features composed of abstract and colorful Fibonacci particles. The particles feature a rich color palette, including deep purple, dark blue, dull yellow, dark green, reddish-brown, off-white, and khaki, flowing dynamically like layered water. The background transitions from pure black to gray, cleverly creating the motion trails of the particles and a powerful sense of energy. A bold isometric composition is employed.",,https://cms-assets.youmind.com/media/1766117337971_mp8ybg_G8cIcC8akAEgYSC.jpg,NAIF | AI 🇸🇦,https://x.com/naifaix/status/2001577850118496719
Image-to-Sketch Transformation Prompt with Hand Detail,Photography,draft,language-en;photography;poster,"Create a photo-style line drawing / ink sketch of a face identical to the uploaded reference image — keep every facial feature, proportion, and expression exactly the same.
Use green and white ink tones with intricate, fine line detailing, drawn on a notebook-page style background.
Show a right hand holding a pen and an eraser near the sketch, as if the artist is still working.",,https://cms-assets.youmind.com/media/1766117334624_mzxrgu_G8b0EefXAAESTzN.jpg,Rob May | AI & Cybersecurity Leader,https://x.com/robmay70/status/2001555446465741150
Cinematic Dual-Tone Portrait from Uploaded Photo,Photography,draft,language-en;photography;poster;portrait;cinematic;fashion,"""A cinematic studio portrait of the person in the uploaded photo, framed from the chest up, facing the camera with a calm, confident presence.

Dramatic dual-tone lighting with cool teal and warm golden tones creating a modern, cinematic mood.

Natural skin texture, sharp focus on the eyes, soft shadows, and smooth color transitions.

Hair styled naturally, wearing a minimal dark outfit with a contemporary aesthetic.

Clean studio background with subtle gradients.

Professional photography, shallow depth of field, cinematic color grading, ultra-realistic, high detail, 4K quality.

Aspect ratio: 3:4 """,,https://cms-assets.youmind.com/media/1766117316953_lu715l_G8buTauaYAAbW1-.jpg,✨ Pulikesi✨,https://x.com/23rd_Pulikesi/status/2001549121908617489
Moody Cinematic Portrait with Motion Blur,Photography,draft,language-en;poster;portrait;cinematic;fashion,"Generate a moody cinematic portrait of a young male model with light skin, soft textured wavy hair, dressed in a fitted black suit with dark shirt, standing against a black background, harsh directional lighting from the left casting deep shadows, model looking forward with piercing eyes and a tense jawline, one hand clutching his collar near the neck, motion blur effect slicing across the face horizontally from left to right, blending light streaks in muted amber and beige tones, sharp contrast between still and blurred zones, stylized editorial tone with subtle film grain and soft falloff, no digital smoothness or plasticity, skin texture and shadows intact, emotionally charged expression, light halo around hair, minimal background details.",,https://cms-assets.youmind.com/media/1766117315162_nw9wwd_G8blWeWakAIw6-D.jpg,Heisenberg,https://x.com/rovvmut_/status/2001539261838028810
Retro Vintage Portrait from Reference Photo,Photography,draft,language-en;photography;poster;portrait,"Create a retro vintage grainy but bright image of the reference picture. Use the uploaded image as exact facial reference, keeping the same features, proportions, and likeness. wearing a loose white shirt and dark trousers, is sitting on the ground with his back against the trunk of a bare tree. His eyes are closed and his head is tilted back slightly. He is in a grassy field with a line of trees in the background under a clear sky. The lighting is natural and soft, with a slightly desaturated color palette. keep my face 100% same as in reference image",,https://cms-assets.youmind.com/media/1766117340335_77ydmp_G8biF96asAAHvrA.jpg,The One,https://x.com/the_onesuriya/status/2001535689889108247
VTuber Gaming Thumbnail Creation Prompt,Fashion,draft,language-ja;fashion;cartoon,"Maintain the character's style and outfit, change the scene to them intensely gripping a game controller, and create a thumbnail image in the style of a fictional VTuber's game stream.

They look a bit too robust, so please make them more delicate and cute. Also, the bust size should be more modest, and the sleeves should be long sleeves.

Fix the collapsed 'Ge' in the top left corner.",,https://cms-assets.youmind.com/media/1766117345632_3tdx9s_G8bVU5qakAANtgS.jpg,rei@AI art,https://x.com/rei_mikagura_AI/status/2001524000619716669
Technical Prompt for 3x2 Robot Character Matrix,Cartoon,draft,language-en;design,"Create a 3x2 matrix of a robot character. Show front, back, left, right, top, and bottom view in each matrix. The PBR should be at highest quality and the character design should be highly detailed.",,https://cms-assets.youmind.com/media/1766117330615_sr0mea_G8a-FFuagAAGhzp.jpg,eX0,https://x.com/exxeero/status/2001496801065697747
Ultra-Realistic Editorial Portrait based on Reference Image,Photography,draft,language-en;portrait,"Using the reference image, create an ultra-realistic editorial portrait of an Indian woman in a signature Sabyasachi black saree with subtle antique gold detailing. Keep the same pose, framing, and mood as the reference. Heavy gold choker, center-parted loose hair, minimal makeup with kohl eyes. Dark textured studio background, low-key dramatic lighting.
Timeless, restrained, classic Sabyasachi aesthetic. No modern styling, no AI gloss.",,https://cms-assets.youmind.com/media/1766117333344_5hmnpw_G8ZOFnrakAI86TC.jpg,Sravani K,https://x.com/sravs_AI_labs/status/2001494251910402132
Challenging Emotional Conveyance Prompt,Photography,draft,language-en;photography,"""""A person standing at a podium, accepting an award with tears of joy streaming down their face, while simultaneously receiving news via an earpiece that a loved one has fallen seriously ill. Their expression should convey both elation and heartbreak. Natural light photo, photo realism,4k, ultra realistic.""",,https://cms-assets.youmind.com/media/1766117321836_orrgpw_G8a0WhvXAAAE4H3.png,Kevin David Hayes,https://x.com/kevindavidhayes/status/2001485444916076836
ChatGPT Anime Character Generation,Cartoon,draft,language-en,turn her into a anime character,,https://cms-assets.youmind.com/media/1766035933062_cvvoq0_G8awRHmaIAAk_9v.jpg,alby13,https://x.com/alby13/status/2001481012027818244
12th-Century Javanese Battlefield at Dawn,Poster Design,draft,language-en;poster;cinematic;3d,"A battlefield at dawn in 12th-century Java, rendered in muted, desaturated tones. Smoke drifts low across scarred earth and broken vegetation. A Pendekar Jawa is seen in silhouette, walking forward with calm resolve as the rising sun breaks through the haze behind him. He wears traditional Javanese warrior attire ikat head cloth, loose garments, and a sword at his side bearing subtle signs of battle and leadership. Long lens compression, gritty textures, cinematic lighting, documentary-style realism, evoking historical gravitas, quiet defiance, and spiritual strength.",,https://cms-assets.youmind.com/media/1766117327030_jmam4i_G8atpBeb0AA2yDJ.jpg,DΞV,https://x.com/junwatu/status/2001478386590585118
Girl on Rooftop Looking at the Sky,Image Generation,draft,language-ja,Depict the longing and sense of liberation of a girl looking up at the sky on a rooftop.,,https://cms-assets.youmind.com/media/1766035946524_ck9op7_G7-ywyvagAIMXAh.jpg,ネムルのだらだら画像生成小屋,https://x.com/nemuru_gen/status/2001474999740436615
Max and a Caribou Friend,Cartoon,draft,language-en;cartoon,give Max a cute caribou friend,,https://cms-assets.youmind.com/media/1766035934137_bazvsl_G8anz_wakAUA17M.png,Tibo,https://x.com/thsottiaux/status/2001472364329251070
FCG Method Prompt: Time-Lapse Story,Image Generation,draft,language-en,"""Make a set of images of what happens in 5 minutes, 10 minutes, 1 hour and 3 hours after. Make some kind of crazy story""",,https://cms-assets.youmind.com/media/1766035939015_j10o8d_G8af3f4aYAAhhzd.jpg,FCG Studio,https://x.com/FCG_Studio/status/2001463199678497054
Image Generation for 'Day Site',Image Generation,draft,language-en,an image of the day site,,https://cms-assets.youmind.com/media/1766035949444_qbrel2_G8adl5obgAEe4wX.jpg,Matt Biilmann,https://x.com/biilmann/status/2001460512270561557
K-Pop Star Image Generation Prompt,Image Generation,draft,language-ja,What would I look like if I were a K-Pop star?,,https://cms-assets.youmind.com/media/1766035946365_fw52fg_G8adcFabAAAUWrk.jpg,H!romiN* 🐥🏔️⛷️🍝🧳,https://x.com/Hiromin_Jimin/status/2001460192840478951
Educational AI Art Collage Prompt,Educational,draft,language-en;educational,The subject becoming the tenth piece stacked on the center.,,https://cms-assets.youmind.com/media/1766035943451_4ujl55_G8aaGlIaAAAe6pl.jpg,Girls in AI Art｜GiAA(ギア),https://x.com/GirlsinAIArt/status/2001458346243821681
Eerie Hallway with Shadow Creature Prompt,Photography,draft,language-en;poster;portrait,"""A dimly lit, empty hallway lined with antique portraits, the eyes of which seem to follow you. An eerie shadow looms at the far end, morphing into an intimidating, unknown creature with luminescent red eyes.""",,https://cms-assets.youmind.com/media/1766035942370_ui55q2_G8aYkU7XEAAKJTx.jpg,OpticNerve.AI,https://x.com/opticnerveAI/status/2001457470405796098
Realistic Shark Playing Piano Benchmark Prompt,Image Generation,draft,language-en,a realistic shark playing the piano 🦈,,https://cms-assets.youmind.com/media/1766117335588_lju7jj_G8aZO6BXIAAwPrH.jpg,Arvy,https://x.com/GottaCacheEmAll/status/2001455581706518834
Portrait: Silhouette in Strong Light,Photography,draft,language-ja;portrait,"Lost in the brilliance, my silhouette is all that remains.",,https://cms-assets.youmind.com/media/1766035949238_ym7ke7_G8aYBCfaoAAUYeX.jpg,いみ子,https://x.com/2L1kfcIh6x85985/status/2001455321626054940
Eerie Hallway with Shadow Creature Prompt,Photography,draft,language-en;poster;portrait,"""A dimly lit, empty hallway lined with antique portraits, the eyes of which seem to follow you. An eerie shadow looms at the far end, morphing into an intimidating, unknown creature with luminescent red eyes.""",,https://cms-assets.youmind.com/media/1766035937370_5czqwh_G8aRsI-XQAAKuuZ.jpg,OpticNerve.AI,https://x.com/opticnerveAI/status/2001454103738650842
Stereotype Doctor Headshot Prompt,Photography,draft,language-en;photography;poster,"“Against a neutral background,
generate a single photorealistic headshot of [an
NHS/a UK/a US] doctor whose specialty is [X]”",,https://cms-assets.youmind.com/media/1766035942814_y2ryx3_G8aNNdiakAAHop7.jpg,Eric Topol,https://x.com/EricTopol/status/2001442846663119167
Qing Dynasty Architectural Design Archive Simulation,Illustration,draft,language-zh;raycast-friendly;poster;fashion;design,"A highly precise design archive image of ancient Chinese architecture in the 'Yangshi Lei' style, themed as {argument name=""theme"" default=""[theme]""}. The image uses a rigorous 'virtual-real deconstruction' composition: the background is old, gold-flecked Xuan paper with fiber texture, covered with meticulous line drawings of floor plans and cross-sections; the center features a scaled-down wooden 'tangyang' model, displaying extremely precise mortise and tenon joints and the natural wood color. Enhanced annotation logic: Clear vermilion lines pop out from key components of the model, pointing to text areas on the edge of the drawing, simulating authentic professional terminology annotations from the 'Yingzao Fashi' (Treatise on Architectural Methods). Enhanced professional layout: The edges of the image are adorned with vermilion seals unique to Qing Dynasty royal archives, precise scale markings, and neat vertical line-drawing borders, presenting an overall sense of order like a 'museum exhibit explanation poster'. Professional side-lighting from museum spotlights creates an extreme sense of material thickness and deep physical shadows. --ar 3:4",,https://cms-assets.youmind.com/media/1766035945738_sui0fe_G8aNd-eakAAltqj.jpg,VoxcatAI,https://x.com/VoxcatAI/status/2001442646196392113
GPT-5.2 Image Analysis Prompt,Image Generation,draft,language-ja,"Use this image and incorporate it into a single image so that it can be analyzed from all angles. Create a total of 9 patterns: 
From the front, from the back, from the left, from the right, from the top, from the bottom, from the diagonal top, from the diagonal bottom, and from the feet.",,https://cms-assets.youmind.com/media/1766035431170_9go7x1_G8aJH13aQAA92sV.jpg,てぃなの＠誰でもできるプロンプト設計術を発信,https://x.com/mikochanmonyu/status/2001437873980215455
Image Editing Instructions for Jewelry and Clothing,Fashion,draft,language-ja;fashion,"The ring should be on the ring finger, not the middle finger
Darken the color of the scarf
The wrist looks cold, extend the sleeve nicely",,https://cms-assets.youmind.com/media/1766035393365_s1gq5u_G8aIzi7bkAAArCN.jpg,菜々花,https://x.com/NanakatoAi/status/2001437505946817009
Ultra-Photorealistic Editorial Prompt for Accidental Fall Pose,Photography,draft,language-en;raycast-friendly;photography;poster;3d;fashion,"{
""task"": ""editorial_accidental_fall_pose"",
""output"": {
""type"": ""single_image"",
""resolution"": ""ultra_high_resolution"",
""realism"": ""ultra_photorealistic"",
""skin_detail"": ""true_to_life_natural_skin"",
""quality"": ""high_end_editorial""
},
""scene"": {
""environment"": ""minimal studio"",
""background"": ""clean light grey seamless backdrop"",
""prop"": {
""type"": ""white rectangular cube"",
""finish"": ""matte""
}
},
""composition"": {
""moment"": ""captured immediately after losing balance"",
""pose"": {
""torso"": ""upper body fallen forward onto the floor"",
""hips"": ""caught unevenly on the cube edge"",
""upper_legs"": ""resting on the cube"",
""lower_legs"": ""lifted upward in the air, bent naturally"",
""head"": {
""position"": ""lying sideways on the floor"",
""neck"": ""fully relaxed"",
""expression"": ""neutral, unposed, natural""
},
""arms"": {
""one"": ""extended loosely on the floor"",
""other"": ""relaxed, bent near torso""
}
},
""camera"": {
""angle"": ""side profile"",
""shot_type"": ""full body"",
""lens"": ""85mm"",
""framing"": ""natural distance, not too close""
}
},
""subject"": {
""gender"": ""{argument name=""subject gender"" default=""female""}"",
""ethnicity"": ""{argument name=""ethnicity"" default=""Scandinavian""}"",
""age_range"": ""{argument name=""age range"" default=""mid 20s""}"",
""body_type"": ""athletic"",
""face"": {
""makeup"": ""no makeup"",
""skin"": ""natural texture, visible pores, frekles, slight redness, real-life imperfections"",
""expression"": ""calm, unfixed, almost blank""
},
""hair"": {
""color"": ""{argument name=""hair color"" default=""dark blonde""}"",
""style"": ""fallen forward, slightly messy from motion""
}
},
""wardrobe"": {
""outfit"": ""pilates wear"",
""color"": ""{argument name=""outfit color"" default=""deep pink""}"",
""top"": ""fitted pink pilates crop top"",
""bottom"": ""high-waisted pink pilates shorts"",
""footwear"": {
""type"": ""high heels"",
""style"": ""minimal stiletto"",
""color"": ""pink""
}
},
""lighting"": {
""type"": ""clean white studio lighting"",
""color_temperature"": ""neutral white (5000–5600K)"",
""setup"": ""even top-front softbox lighting"",
""shadows"": ""very soft, realistic contact shadows only"",
""look"": ""clinical, honest, unstyled""
},
""mood"": ""raw, accidental, intimate, fashion realism"",
""style"": ""unposed editorial photography"",
""negative_prompt"": [
""beauty makeup"",
""glam lighting"",
""warm tones"",
""yellow light"",
""dramatic shadows"",
""plastic skin"",
""cgi"",
""posed look"",
""perfect face symmetry""
]
}",,https://cms-assets.youmind.com/media/1766035362851_swk4j2_G8aH9p0a4AAJbzX.jpg,Prompt Ninja,https://x.com/ThePromptNinjaa/status/2001436781666005467
Dog on Skateboard Original iPhone Photo Prompt,Photography,draft,language-en;photography,Photograph of a dog on a skateboard shot by the original iPhone.,,https://cms-assets.youmind.com/media/1766035354510_ms6frx_G8ZwvlsWgAAoSWZ.jpg,Simon Smith,https://x.com/_simonsmith/status/2001411733160595607
1960s Pop-Art Comic Book Portrait,Photography,draft,language-en;illustration;poster;portrait;cartoon,"A portrait of the subject in a 1960s comic-book pop-art style, illustrated with bold black contour lines, flat saturated primary colors, and dense halftone dot shading. Facial features should appear expressive, stylized, and slightly exaggerated, as if captured in a dramatic mid-panel moment. Use a clean, graphic composition with strong pop-art energy and vintage print charm. The artwork must be full-bleed — no borders.",,https://cms-assets.youmind.com/media/1766035328592_qbssrn_G8Zk3nCa4AA_K5L.jpg,Mike Unger,https://x.com/mikeungerupdate/status/2001398054411440635
5G Smartphone Infographic Prompt,Image Generation,draft,language-en,Create an infographic showing and labeling the important internal and external components of a typical 5G smartphone.,,https://cms-assets.youmind.com/media/1766035330102_9wnjq3_G8Zep0zWQAAhWIk.jpg,Florin T.,https://x.com/Flowrhin/status/2001392197329903625
Generating a Satirical Cartoon in Hua Junwu Style,Fashion,draft,language-zh;raycast-friendly;fashion;cartoon,"Draw the following satirical cartoon in the style of {argument name=""artist style"" default=""Hua Junwu""}. The theme is:
> The so-called AI experts being praised on social networks today are nothing more than Prompt Kiddies.
> They spend all day reposting prompts, essentially automatically acting as fuel for large models.",,https://cms-assets.youmind.com/media/1766035398873_10uqma_G8Ze88_bMAArT4p.jpg,Jesse Lau 遁一子,https://x.com/jesselaunz/status/2001391606965113070
Photorealistic Image Generation Prompts,Photography,draft,language-en;photography;poster;cinematic,"1. A close-up, macro photograph of a single, perfectly ripe strawberry resting on a damp, moss-covered stone in a forest clearing. The light is soft and diffused, suggesting early morning. Tiny water droplets cling to the strawberry's surface. Shot on a 100mm macro lens, f/4.
2. A dimly lit, candid street photograph taken in Tokyo's Shinjuku district at night. A salaryman, slightly blurred by motion, is walking away under the neon glow. Rain has just fallen, reflecting the lights on the wet asphalt. Grainy film stock aesthetic, 35mm lens, high ISO.
3. An architectural photograph of a brutalist concrete building facade, focusing on the texture and geometric patterns. The sun is low, casting long, sharp shadows that emphasize the structure's harsh lines. A single, small bird is perched on a ledge, providing a sense of scale. Black and white, medium format.
4. A still life photograph of a worn, leather-bound journal and a vintage fountain pen resting on a wooden desk. Dust motes are visible floating in a shaft of sunlight cutting across the scene. The leather shows signs of age and use, with minor scratches and faded areas. Shallow depth of field, natural light.",,https://cms-assets.youmind.com/media/1766117351161_b486am_G8ZaI9BWIAEUWcT.jpg,Alexandra Aisling,https://x.com/AllaAisling/status/2001386979544408248
Detailed Advertisement Generation,Poster Design,draft,language-en;poster;fashion,Make a detailed advertisement for her Christmas outfit.,,https://cms-assets.youmind.com/media/1766035933491_f24zov_G8ZPt4HaoAA8g-P.jpg,Wombat,https://x.com/Wombat_fsolrtjg/status/2001376536646271320
Generate live-action cast of an anime,Image Generation,draft,language-en;raycast-friendly,"Give me the live action cast of {argument name=""anime title"" default=""[anime]""}",,https://cms-assets.youmind.com/media/1766035317118_tlnab2_G8ZCp2IasAA5PL5.jpg,code name: THE BEAST,https://x.com/zabiisuto/status/2001365083398832258
Cinematic Contact Sheet Generation from Reference Image Prompt,Photography,draft,language-en;photography;poster;cinematic;3d;fashion,"Study the uploaded image carefully and fully internalize the scene: the subject’s appearance, clothing, posture, emotional state, and the surrounding environment. Treat this moment as a single frozen point in time. Create a cinematic image set that feels like a photographer methodically explored this exact moment from multiple distances and angles, without changing anything about the subject or location. All images must clearly belong to the same scene, captured under the same lighting conditions, weather, and atmosphere. Nothing in the world changes — only the camera position and framing evolve. The emotional tone should remain consistent throughout the set, subtly expressed through posture, gaze, and micro-expressions rather than exaggerated acting. Begin by observing the subject within the environment from afar, letting the surroundings dominate the frame and establish scale and mood. Gradually move closer, allowing the subject’s full presence to emerge, then narrowing attention toward body language and facial expression. End with intimate perspectives that reveal small but meaningful details — texture, touch, or eye focus — before shifting perspective above and below the subject to suggest reflection, vulnerability, or quiet resolve. Across the sequence: Wider views should emphasize space and atmosphere Mid-range views should emphasize posture and emotional context Close views should isolate feeling and detail Perspective shifts (low and high angles) should feel purposeful and cinematic, not decorative Depth of field must behave naturally: distant views remain mostly sharp, while closer frames introduce shallow focus and gentle background separation. The final result should read as a cohesive 3×3 cinematic contact sheet, as if selected from a single roll of film documenting one emotional moment from multiple viewpoints. No text, symbols, signage, watermarks, numbers, or graphic elements may appear anywhere in the images. Photorealistic rendering, cinematic color grading, and consistent visual realism are mandatory.",,https://cms-assets.youmind.com/media/1766035353383_e3dwy6_G8ZF8ETXwAAsHNO.jpg,Ayyoub Ai,https://x.com/MaAyyoub/status/2001364240339472521
Image generation prompt using medium resolution,Photography,draft,language-en;photography;poster;cinematic,"A highly detailed, cinematic photograph of a lone, ancient samurai standing on a misty, rocky outcrop overlooking a vast, stormy sea. The samurai is wearing traditional, battle-worn armor, illuminated by a dramatic, pale moonlight breaking through the heavy clouds. The atmosphere is intense and melancholic. Medium resolution.",,https://cms-assets.youmind.com/media/1766035440350_k426aa_G8Y-nHxWMAAeQPL.jpg,Alin,https://x.com/Alin_Reaper05/status/2001356116530471051
Testing Style Maintenance and Modification in GPT Image 1.5,Poster Design,draft,language-ja;poster,"Request the state of singing and dancing on stage while maintaining the art style
Request a change in art style (simplification such as color reduction and deformation, and a request to shift the color palette towards bright pastel tones)
Change to a headset and make a heart shape with both hands, leaving the color arrangement to the AI",,https://cms-assets.youmind.com/media/1766035403681_b01qrz_G8YoYCWaEAA3qLz.jpg,眠い個人,https://x.com/nemui_student/status/2001338290717565036
Historical Realism Prompt for Berlin Wall Photo,Photography,draft,language-en;raycast-friendly;photography,"Realistic iPhone photo taken at 52°31′12″N 13°22′41″E on {argument name=""date"" default=""November 9, 1989""}. Crowd perspective at the Berlin Wall near the Brandenburg Gate",,https://cms-assets.youmind.com/media/1766035366177_6bm9w3_G8YomrlXUAAKRwt.jpg,Mark Gadala-Maria,https://x.com/markgadala/status/2001332171311845747
Oreo advertisement featuring Santa Claus,Poster Design,draft,language-en;poster,Create a 9:16 oreo ad featuring santa clause,,https://cms-assets.youmind.com/media/1766035371622_a85bpa_G8YoZCeWYAAn-1s.jpg,Mark Gadala-Maria,https://x.com/markgadala/status/2001332165133623464
City Poster prompt tested on GPT-1.5,Poster Design,draft,language-en;raycast-friendly;poster,"A vibrant, retro-futuristic travel poster for the city of {argument name=""city name"" default=""Neo-Kyoto""}. The poster should feature neon signs, flying vehicles, and traditional Japanese architecture blended with high-tech elements. Use a bold, stylized font and a color palette dominated by deep blues, magentas, and electric yellows. Style: 1980s synthwave poster art.",,https://cms-assets.youmind.com/media/1766035443428_1lif9q_G8YkLrKXUAMaiAX.jpg,TechieSA,https://x.com/TechieBySA/status/2001326874585428016
Image Editing Prompt: Adding Creatures to Background,Poster Design,draft,language-en;raycast-friendly;poster,"using the first image and its style and size, add the creature from the second image into the first at varying distances in the background, ensure the focus and size of the creatures is appropriate for its distance, there should be a total of {argument name=""number of creatures"" default=""7""} of them, their look and style may vary slightly from one another",,https://cms-assets.youmind.com/media/1766035368731_jzr55o_G8Yij3ta0AAi13i.jpg,Kyle Salazar,https://x.com/eattheethos/status/2001325087220523150
Character Sheet Generation Prompt (GPT and Nano Banana),Poster Design,draft,language-en;poster,"in the same style as the image, generate a character sheet broken up into 5 separate sections divided by lines, the left section is a full front shot of the character head to toe, the other smaller sections are medium close up shots of the characters head and shoulders showing front, left, right and rear",,https://cms-assets.youmind.com/media/1766035357457_4efwfp_G8Yii5-acAAhwwx.jpg,Kyle Salazar,https://x.com/eattheethos/status/2001325071248556325
Convert image to night scene with warm lights,Image Generation,draft,language-en,Convert to a night scene with warm lights.,,https://cms-assets.youmind.com/media/1766035439746_3ns7hb_G8Yibx9XUAIUQmV.jpg,Adan Avelar Islas,https://x.com/adanvecindad/status/2001324972766302676
Hyper-realistic photo of a hand with diamond bracelets,Photography,draft,language-en;photography;poster;fashion,"a hyper-realistic photo of a white woman's hand, fully extended from top to bottom in the frame, with elegant diamond bracelets on the hand, one tennis bracelet loosely wrapped, luxury find jewelry editorial lighting, clean white background, sharp shadows and high-end fashion photography aesthetic, photorealistic style, style photographic, autumn lighting",,https://cms-assets.youmind.com/media/1766035306749_vlwxcb_G8YXLkragAEgrYR.jpg,Sharon | AI wonders,https://x.com/explorersofai/status/2001312968068534568
JS Engineer Coding Scene with Specific Text,Educational,draft,language-en;raycast-friendly;educational,"Create an image of a JS engineer learning and coding about AI. He is wearing a black T-shirt and has a warm cup of coffee on his desk. The coffee cup has the URL {argument name=""URL"" default=""https://t.co/XTcDweMEnH""} displayed at the bottom center.",,https://cms-assets.youmind.com/media/1766035339382_5pcmy4_G8YWl2eWEAA088-.jpg,Jhon Steven Parra 💻,https://x.com/JhonStevenParra/status/2001312569739399431
Glitter-Bomb Pro-Wrestling Idol Recasting Prompt,Poster Design,draft,language-en;raycast-friendly;poster,"Using [subject image] as reference, recast them as a glitter-bomb pro-wrestling promo idol, every natural feature intact. Skin glows under body-oil sheen; eyes fierce behind electric-blue eye-black. Power-stance on turnbuckle, championship belt bedazzled with sequined lightning bolts. Wardrobe: spandex singlet in {argument name=""singlet color"" default=""hot-magenta gradients""}, fringe epaulettes, knee-high star boots. Lighting: arena spotlights with red-white-blue gels, lens-flare pyro sparks. Background: smoky ramp plus green-screened crowd waving foam fingers. Color grade in oversaturated VHS chroma, slight scan-line filter. Accessories: oversized mirrored shades, feather boa, mic in hand, restraint kept so the camp feels idol, not caricature. Final vibe: larger-than-life entrance—bold, patriotic, unmistakably them.",,https://cms-assets.youmind.com/media/1766035365876_xt2fxd_G8YT-onW8AA1fRN.jpg,Matthew Berman,https://x.com/TheMattBerman/status/2001309291068694625
Clothing Transfer Prompt for Character Generation,Fashion,draft,language-ja;fashion,The woman in the first image should wear or put on all the elements from the second image.,,https://cms-assets.youmind.com/media/1766035413278_7rr4a7_G8YLnWsaEAAEQWG.jpg,Nobu_cyan,https://x.com/ai_Tyler_no_bu/status/2001303162511122533
Improving Asymmetrical Element Identification in GPT Image 1.5,Image Generation,draft,language-ja,Please be careful to properly identify (and not mistake) elements that are highly asymmetrical on the left and right sides.,,https://cms-assets.youmind.com/media/1766035398989_r8mbfm_G8YOB-Wa0AAPGXZ.jpg,炎鎮🔥 - ₿onochin -,https://x.com/super_bonochin/status/2001302548335190043
Photorealistic Stock Photo Prompt of a Woman,Photography,draft,language-en;raycast-friendly;photography;fashion;cartoon,"front view of a cute woman with {argument name=""hair color"" default=""black""} hair in a {argument name=""clothing item"" default=""short skirt""}, looking towards the camera, on a {argument name=""background color"" default=""white""} background, detailed and photorealistic, demure smile, stock photo",,https://cms-assets.youmind.com/media/1766035359991_v3h2od_G8YIKgqaQAEKGXx.jpg,Tornado guy,https://x.com/fanofaliens/status/2001296158203978014
